Município,UF,Região,Fabricante,Doses Aplicadas,Dose 1,Dose 2
Ruy Barbosa,RN,Nordeste,PFIZER/BIONTECH,165,165,0
Ruy Barbosa,RN,Nordeste,JANSSEN,26,0,0
Ruy Barbosa,BA,Nordeste,FIOCRUZ/ASTRAZENECA,7080,5931,1149
Ruy Barbosa,BA,Nordeste,BUTANTAN/SINOVAC,6174,3334,2840
Ruy Barbosa,BA,Nordeste,PFIZER/BIONTECH,1004,1002,2
Ruy Barbosa,BA,Nordeste,JANSSEN,127,0,0
Sabará,MG,Sudeste,FIOCRUZ/ASTRAZENECA,28451,25905,2546
Sabará,MG,Sudeste,BUTANTAN/SINOVAC,27497,14541,12956
Sabará,MG,Sudeste,PFIZER/BIONTECH,6493,6492,1
Sabará,MG,Sudeste,JANSSEN,765,0,0
Sabáudia,PR,Sul,FIOCRUZ/ASTRAZENECA,2226,2105,121
Sabáudia,PR,Sul,BUTANTAN/SINOVAC,1576,827,749
Sabáudia,PR,Sul,PFIZER/BIONTECH,225,225,0
Sabáudia,PR,Sul,JANSSEN,83,0,0
Sabino,SP,Sudeste,BUTANTAN/SINOVAC,1863,1083,780
Sabino,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1652,1427,225
Sabino,SP,Sudeste,PFIZER/BIONTECH,202,202,0
Sabino,SP,Sudeste,JANSSEN,39,0,0
Sabinópolis,MG,Sudeste,FIOCRUZ/ASTRAZENECA,4911,4648,263
Sabinópolis,MG,Sudeste,BUTANTAN/SINOVAC,4022,2388,1634
Sabinópolis,MG,Sudeste,PFIZER/BIONTECH,515,515,0
Sabinópolis,MG,Sudeste,JANSSEN,30,0,0
Saboeiro,CE,Nordeste,BUTANTAN/SINOVAC,2759,1511,1248
Saboeiro,CE,Nordeste,FIOCRUZ/ASTRAZENECA,1135,1063,72
Sacramento,MG,Sudeste,BUTANTAN/SINOVAC,5241,2764,2477
Sacramento,MG,Sudeste,FIOCRUZ/ASTRAZENECA,4921,4513,408
Sacramento,MG,Sudeste,PFIZER/BIONTECH,324,323,1
Sacramento,MG,Sudeste,JANSSEN,9,0,0
Sagrada Família,RS,Sul,FIOCRUZ/ASTRAZENECA,926,781,145
Sagrada Família,RS,Sul,BUTANTAN/SINOVAC,762,394,368
Sagrada Família,RS,Sul,PFIZER/BIONTECH,170,170,0
Sagrada Família,RS,Sul,JANSSEN,20,0,0
Sagres,SP,Sudeste,BUTANTAN/SINOVAC,869,495,374
Sagres,SP,Sudeste,FIOCRUZ/ASTRAZENECA,765,703,62
Sagres,SP,Sudeste,PFIZER/BIONTECH,94,94,0
Sagres,SP,Sudeste,JANSSEN,15,0,0
Sairé,PE,Nordeste,FIOCRUZ/ASTRAZENECA,2278,2089,189
Sairé,PE,Nordeste,BUTANTAN/SINOVAC,1979,998,981
Sairé,PE,Nordeste,PFIZER/BIONTECH,388,388,0
Saldanha Marinho,RS,Sul,BUTANTAN/SINOVAC,1209,622,587
Saldanha Marinho,RS,Sul,FIOCRUZ/ASTRAZENECA,954,792,162
Saldanha Marinho,RS,Sul,PFIZER/BIONTECH,170,170,0
Saldanha Marinho,RS,Sul,JANSSEN,27,0,0
Sales,SP,Sudeste,FIOCRUZ/ASTRAZENECA,2099,1899,200
Sales,SP,Sudeste,BUTANTAN/SINOVAC,1823,986,837
Sales,SP,Sudeste,PFIZER/BIONTECH,307,306,1
Sales,SP,Sudeste,JANSSEN,33,0,0
Sales Oliveira,SP,Sudeste,FIOCRUZ/ASTRAZENECA,3075,2780,295
Sales Oliveira,SP,Sudeste,BUTANTAN/SINOVAC,3016,1603,1413
Sales Oliveira,SP,Sudeste,PFIZER/BIONTECH,393,393,0
Sales Oliveira,SP,Sudeste,JANSSEN,96,0,0
Salesópolis,SP,Sudeste,FIOCRUZ/ASTRAZENECA,5042,4666,376
Salesópolis,SP,Sudeste,BUTANTAN/SINOVAC,4363,2430,1933
Salesópolis,SP,Sudeste,PFIZER/BIONTECH,1001,1001,0
Salesópolis,SP,Sudeste,JANSSEN,177,0,0
Salete,SC,Sul,FIOCRUZ/ASTRAZENECA,1906,1782,124
Salete,SC,Sul,BUTANTAN/SINOVAC,1681,965,716
Salete,SC,Sul,PFIZER/BIONTECH,244,244,0
Salete,SC,Sul,JANSSEN,79,0,0
Salgadinho,PB,Nordeste,BUTANTAN/SINOVAC,659,394,265
Salgadinho,PB,Nordeste,FIOCRUZ/ASTRAZENECA,550,509,41
Salgadinho,PB,Nordeste,PFIZER/BIONTECH,157,157,0
Salgadinho,PB,Nordeste,JANSSEN,64,0,0
Salgadinho,PE,Nordeste,FIOCRUZ/ASTRAZENECA,2451,2250,201
Salgadinho,PE,Nordeste,BUTANTAN/SINOVAC,1821,929,892
Salgadinho,PE,Nordeste,PFIZER/BIONTECH,462,462,0
Salgado,SE,Nordeste,BUTANTAN/SINOVAC,4022,2203,1819
Salgado,SE,Nordeste,FIOCRUZ/ASTRAZENECA,3286,3285,1
Salgado,SE,Nordeste,PFIZER/BIONTECH,1216,1216,0
Salgado,SE,Nordeste,JANSSEN,151,0,0
Salgado De São Félix,PB,Nordeste,BUTANTAN/SINOVAC,4315,2433,1882
Salgado De São Félix,PB,Nordeste,FIOCRUZ/ASTRAZENECA,2639,2407,232
Salgado De São Félix,PB,Nordeste,PFIZER/BIONTECH,544,544,0
Salgado De São Félix,PB,Nordeste,JANSSEN,166,0,0
Salgado Filho,PR,Sul,FIOCRUZ/ASTRAZENECA,1071,993,78
Salgado Filho,PR,Sul,BUTANTAN/SINOVAC,926,478,448
Salgado Filho,PR,Sul,PFIZER/BIONTECH,84,84,0
Salgado Filho,PR,Sul,JANSSEN,10,0,0
Salgueiro,PE,Nordeste,FIOCRUZ/ASTRAZENECA,24464,18947,5517
Salgueiro,PE,Nordeste,BUTANTAN/SINOVAC,13464,7106,6358
Salgueiro,PE,Nordeste,PFIZER/BIONTECH,3893,3882,11
Salgueiro,PE,Nordeste,JANSSEN,242,0,0
Salinas,MG,Sudeste,FIOCRUZ/ASTRAZENECA,5903,5143,760
Salinas,MG,Sudeste,BUTANTAN/SINOVAC,5444,3021,2423
Salinas,MG,Sudeste,PFIZER/BIONTECH,705,705,0
Salinas Da Margarida,BA,Nordeste,FIOCRUZ/ASTRAZENECA,5260,4919,341
Salinas Da Margarida,BA,Nordeste,BUTANTAN/SINOVAC,2454,1299,1155
Salinas Da Margarida,BA,Nordeste,PFIZER/BIONTECH,592,592,0
Salinópolis,PA,Norte,FIOCRUZ/ASTRAZENECA,9052,7128,1924
Salinópolis,PA,Norte,BUTANTAN/SINOVAC,4539,2355,2184
Salinópolis,PA,Norte,JANSSEN,1214,0,0
Salitre,CE,Nordeste,FIOCRUZ/ASTRAZENECA,3377,3185,192
Salitre,CE,Nordeste,BUTANTAN/SINOVAC,2533,1345,1188
Salitre,CE,Nordeste,PFIZER/BIONTECH,99,99,0
Salitre,CE,Nordeste,JANSSEN,39,0,0
Salmourão,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1498,1368,130
Salmourão,SP,Sudeste,BUTANTAN/SINOVAC,1301,733,568
Salmourão,SP,Sudeste,PFIZER/BIONTECH,204,204,0
Salmourão,SP,Sudeste,JANSSEN,45,0,0
Saloá,PE,Nordeste,FIOCRUZ/ASTRAZENECA,3684,3270,414
Saloá,PE,Nordeste,BUTANTAN/SINOVAC,3157,1664,1493
Saloá,PE,Nordeste,PFIZER/BIONTECH,786,786,0
Saloá,PE,Nordeste,JANSSEN,57,0,0
Saltinho,SP,Sudeste,BUTANTAN/SINOVAC,4263,2356,1907
Saltinho,SP,Sudeste,FIOCRUZ/ASTRAZENECA,3589,3380,209
Saltinho,SP,Sudeste,PFIZER/BIONTECH,466,466,0
Saltinho,SP,Sudeste,JANSSEN,73,0,0
Saltinho,SC,Sul,BUTANTAN/SINOVAC,1124,587,537
Saltinho,SC,Sul,FIOCRUZ/ASTRAZENECA,1123,1035,88
Saltinho,SC,Sul,JANSSEN,97,0,0
Saltinho,SC,Sul,PFIZER/BIONTECH,53,53,0
Salto,SP,Sudeste,FIOCRUZ/ASTRAZENECA,30029,27734,2295
Salto,SP,Sudeste,BUTANTAN/SINOVAC,26463,15444,11019
Salto,SP,Sudeste,PFIZER/BIONTECH,5190,5185,5
Salto,SP,Sudeste,JANSSEN,25,0,0
Salto Da Divisa,MG,Sudeste,BUTANTAN/SINOVAC,1500,829,671
Salto Da Divisa,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1420,1284,136
Salto Da Divisa,MG,Sudeste,PFIZER/BIONTECH,187,186,1
Salto Da Divisa,MG,Sudeste,JANSSEN,19,0,0
Salto De Pirapora,SP,Sudeste,FIOCRUZ/ASTRAZENECA,15077,14076,1001
Salto De Pirapora,SP,Sudeste,BUTANTAN/SINOVAC,12258,6715,5543
Salto De Pirapora,SP,Sudeste,PFIZER/BIONTECH,2287,2287,0
Salto De Pirapora,SP,Sudeste,JANSSEN,369,0,0
Salto Do Céu,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,908,854,54
Salto Do Céu,MT,Centro-Oeste,BUTANTAN/SINOVAC,899,455,444
Salto Do Céu,MT,Centro-Oeste,PFIZER/BIONTECH,147,147,0
Salto Do Céu,MT,Centro-Oeste,JANSSEN,15,0,0
Salto Do Itararé,PR,Sul,FIOCRUZ/ASTRAZENECA,1709,1637,72
Salto Do Itararé,PR,Sul,BUTANTAN/SINOVAC,1047,679,368
Salto Do Itararé,PR,Sul,PFIZER/BIONTECH,92,92,0
Salto Do Itararé,PR,Sul,JANSSEN,26,0,0
Salto Do Jacuí,RS,Sul,FIOCRUZ/ASTRAZENECA,3808,3449,359
Salto Do Jacuí,RS,Sul,BUTANTAN/SINOVAC,3319,1725,1594
Salto Do Jacuí,RS,Sul,PFIZER/BIONTECH,664,664,0
Salto Do Jacuí,RS,Sul,JANSSEN,184,0,0
Salto Do Lontra,PR,Sul,FIOCRUZ/ASTRAZENECA,3497,3281,216
Salto Do Lontra,PR,Sul,BUTANTAN/SINOVAC,2653,1425,1228
Salto Do Lontra,PR,Sul,PFIZER/BIONTECH,403,403,0
Salto Do Lontra,PR,Sul,JANSSEN,30,0,0
Salto Grande,SP,Sudeste,FIOCRUZ/ASTRAZENECA,2727,2548,179
Salto Grande,SP,Sudeste,BUTANTAN/SINOVAC,2161,1256,905
Salto Grande,SP,Sudeste,PFIZER/BIONTECH,424,423,1
Salto Grande,SP,Sudeste,JANSSEN,56,0,0
Salto Veloso,SC,Sul,FIOCRUZ/ASTRAZENECA,1251,1151,100
Salto Veloso,SC,Sul,BUTANTAN/SINOVAC,1142,629,513
Salto Veloso,SC,Sul,PFIZER/BIONTECH,182,182,0
Salto Veloso,SC,Sul,JANSSEN,34,0,0
Salvador,BA,Nordeste,BUTANTAN/SINOVAC,650857,365920,284937
Salvador,BA,Nordeste,FIOCRUZ/ASTRAZENECA,644536,527272,117264
Salvador,BA,Nordeste,PFIZER/BIONTECH,223262,223230,32
Salvador,BA,Nordeste,JANSSEN,76843,2,9
Salvador Das Missões,RS,Sul,FIOCRUZ/ASTRAZENECA,968,789,179
Salvador Das Missões,RS,Sul,BUTANTAN/SINOVAC,963,485,478
Salvador Das Missões,RS,Sul,PFIZER/BIONTECH,264,264,0
Salvador Das Missões,RS,Sul,JANSSEN,70,0,0
Salvador Do Sul,RS,Sul,BUTANTAN/SINOVAC,2331,1201,1130
Salvador Do Sul,RS,Sul,FIOCRUZ/ASTRAZENECA,1991,1783,208
Salvador Do Sul,RS,Sul,PFIZER/BIONTECH,417,417,0
Salvador Do Sul,RS,Sul,JANSSEN,140,0,0
Salvaterra,PA,Norte,FIOCRUZ/ASTRAZENECA,6731,5914,817
Salvaterra,PA,Norte,BUTANTAN/SINOVAC,1315,686,629
Sambaíba,MA,Nordeste,FIOCRUZ/ASTRAZENECA,1280,1173,107
Sambaíba,MA,Nordeste,BUTANTAN/SINOVAC,1139,616,523
Sampaio,TO,Norte,FIOCRUZ/ASTRAZENECA,756,661,95
Sampaio,TO,Norte,BUTANTAN/SINOVAC,710,371,339
Sananduva,RS,Sul,FIOCRUZ/ASTRAZENECA,5658,4756,902
Sananduva,RS,Sul,BUTANTAN/SINOVAC,4816,2463,2353
Sananduva,RS,Sul,PFIZER/BIONTECH,1028,1025,3
Sananduva,RS,Sul,JANSSEN,389,0,0
Sanclerlândia,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,2437,2294,143
Sanclerlândia,GO,Centro-Oeste,BUTANTAN/SINOVAC,1894,1081,813
Sanclerlândia,GO,Centro-Oeste,PFIZER/BIONTECH,29,29,0
Sandolândia,TO,Norte,FIOCRUZ/ASTRAZENECA,963,896,67
Sandolândia,TO,Norte,BUTANTAN/SINOVAC,910,463,447
Sandovalina,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1134,1072,62
Sandovalina,SP,Sudeste,BUTANTAN/SINOVAC,990,523,467
Sandovalina,SP,Sudeste,PFIZER/BIONTECH,196,196,0
Sandovalina,SP,Sudeste,JANSSEN,28,0,0
Sangão,SC,Sul,FIOCRUZ/ASTRAZENECA,4382,3910,472
Sangão,SC,Sul,BUTANTAN/SINOVAC,2532,1393,1139
Sangão,SC,Sul,PFIZER/BIONTECH,612,612,0
Sangão,SC,Sul,JANSSEN,352,0,0
Sanharó,PE,Nordeste,FIOCRUZ/ASTRAZENECA,3695,3388,307
Sanharó,PE,Nordeste,BUTANTAN/SINOVAC,2849,1605,1244
Sanharó,PE,Nordeste,PFIZER/BIONTECH,542,542,0
Sant'Ana Do Livramento,RS,Sul,FIOCRUZ/ASTRAZENECA,25256,22831,2425
Sant'Ana Do Livramento,RS,Sul,BUTANTAN/SINOVAC,24115,12609,11506
Sant'Ana Do Livramento,RS,Sul,PFIZER/BIONTECH,4694,4693,1
Sant'Ana Do Livramento,RS,Sul,JANSSEN,672,0,0
Santa Adélia,SP,Sudeste,FIOCRUZ/ASTRAZENECA,4723,4385,338
Santa Adélia,SP,Sudeste,BUTANTAN/SINOVAC,4041,2267,1774
Santa Adélia,SP,Sudeste,PFIZER/BIONTECH,728,728,0
Santa Adélia,SP,Sudeste,JANSSEN,237,0,0
Santa Albertina,SP,Sudeste,BUTANTAN/SINOVAC,2121,1180,941
Santa Albertina,SP,Sudeste,FIOCRUZ/ASTRAZENECA,2017,1827,190
Santa Albertina,SP,Sudeste,PFIZER/BIONTECH,304,289,15
Santa Albertina,SP,Sudeste,JANSSEN,38,0,0
Santa Amélia,PR,Sul,FIOCRUZ/ASTRAZENECA,1234,1149,85
Santa Amélia,PR,Sul,BUTANTAN/SINOVAC,1171,618,553
Santa Amélia,PR,Sul,PFIZER/BIONTECH,29,29,0
Santa Amélia,PR,Sul,JANSSEN,4,0,0
Santa Bárbara,BA,Nordeste,FIOCRUZ/ASTRAZENECA,3819,3259,560
Santa Bárbara,BA,Nordeste,BUTANTAN/SINOVAC,3796,2157,1639
Santa Bárbara,BA,Nordeste,PFIZER/BIONTECH,1175,1174,1
Santa Bárbara,MG,Sudeste,FIOCRUZ/ASTRAZENECA,6023,5460,563
Santa Bárbara,MG,Sudeste,BUTANTAN/SINOVAC,4866,2520,2346
Santa Bárbara,MG,Sudeste,PFIZER/BIONTECH,1404,1404,0
Santa Bárbara,MG,Sudeste,JANSSEN,273,0,0
Santa Bárbara D'Oeste,SP,Sudeste,FIOCRUZ/ASTRAZENECA,50390,47279,3111
Santa Bárbara D'Oeste,SP,Sudeste,BUTANTAN/SINOVAC,40817,22556,18261
Santa Bárbara D'Oeste,SP,Sudeste,PFIZER/BIONTECH,8243,8237,6
Santa Bárbara D'Oeste,SP,Sudeste,JANSSEN,1608,0,0
Santa Bárbara De Goiás,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1876,1767,109
Santa Bárbara De Goiás,GO,Centro-Oeste,BUTANTAN/SINOVAC,1290,704,586
Santa Bárbara De Goiás,GO,Centro-Oeste,PFIZER/BIONTECH,96,96,0
Santa Bárbara Do Leste,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2236,2071,165
Santa Bárbara Do Leste,MG,Sudeste,BUTANTAN/SINOVAC,2105,1107,998
Santa Bárbara Do Leste,MG,Sudeste,PFIZER/BIONTECH,403,403,0
Santa Bárbara Do Leste,MG,Sudeste,JANSSEN,15,0,0
Santa Bárbara Do Monte Verde,MG,Sudeste,BUTANTAN/SINOVAC,234,177,57
Santa Bárbara Do Monte Verde,MG,Sudeste,FIOCRUZ/ASTRAZENECA,165,154,11
Santa Bárbara Do Monte Verde,MG,Sudeste,PFIZER/BIONTECH,69,69,0
Santa Bárbara Do Monte Verde,MG,Sudeste,JANSSEN,5,0,0
Santa Bárbara Do Pará,PA,Norte,BUTANTAN/SINOVAC,4227,2420,1807
Santa Bárbara Do Pará,PA,Norte,FIOCRUZ/ASTRAZENECA,3669,3172,497
Santa Bárbara Do Pará,PA,Norte,PFIZER/BIONTECH,1145,1144,1
Santa Bárbara Do Sul,RS,Sul,FIOCRUZ/ASTRAZENECA,2424,2141,283
Santa Bárbara Do Sul,RS,Sul,BUTANTAN/SINOVAC,2410,1254,1156
Santa Bárbara Do Sul,RS,Sul,PFIZER/BIONTECH,541,539,2
Santa Bárbara Do Sul,RS,Sul,JANSSEN,70,0,0
Santa Bárbara Do Tugúrio,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1241,1030,211
Santa Bárbara Do Tugúrio,MG,Sudeste,BUTANTAN/SINOVAC,988,503,485
Santa Bárbara Do Tugúrio,MG,Sudeste,PFIZER/BIONTECH,12,12,0
Santa Branca,SP,Sudeste,FIOCRUZ/ASTRAZENECA,3881,3571,310
Santa Branca,SP,Sudeste,BUTANTAN/SINOVAC,3507,1931,1576
Santa Branca,SP,Sudeste,PFIZER/BIONTECH,672,672,0
Santa Branca,SP,Sudeste,JANSSEN,118,0,0
Santa Brígida,BA,Nordeste,FIOCRUZ/ASTRAZENECA,2995,2657,338
Santa Brígida,BA,Nordeste,BUTANTAN/SINOVAC,2480,1386,1094
Santa Brígida,BA,Nordeste,PFIZER/BIONTECH,682,670,12
Santa Brígida,BA,Nordeste,JANSSEN,49,0,0
Santa Carmem,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,867,804,63
Santa Carmem,MT,Centro-Oeste,BUTANTAN/SINOVAC,600,299,301
Santa Carmem,MT,Centro-Oeste,PFIZER/BIONTECH,194,194,0
Santa Cecília,PB,Nordeste,BUTANTAN/SINOVAC,1317,799,518
Santa Cecília,PB,Nordeste,FIOCRUZ/ASTRAZENECA,942,877,65
Santa Cecília,PB,Nordeste,PFIZER/BIONTECH,228,228,0
Santa Cecília,PB,Nordeste,JANSSEN,67,0,0
Santa Cecília,SC,Sul,FIOCRUZ/ASTRAZENECA,3970,3606,364
Santa Cecília,SC,Sul,BUTANTAN/SINOVAC,2752,1612,1140
Santa Cecília,SC,Sul,PFIZER/BIONTECH,604,604,0
Santa Cecília,SC,Sul,JANSSEN,120,0,0
Santa Cecília Do Pavão,PR,Sul,FIOCRUZ/ASTRAZENECA,2047,1953,94
Santa Cecília Do Pavão,PR,Sul,BUTANTAN/SINOVAC,1031,530,501
Santa Cecília Do Pavão,PR,Sul,JANSSEN,39,0,0
Santa Cecília Do Pavão,PR,Sul,PFIZER/BIONTECH,19,19,0
Santa Cecília Do Sul,RS,Sul,BUTANTAN/SINOVAC,606,308,298
Santa Cecília Do Sul,RS,Sul,FIOCRUZ/ASTRAZENECA,582,491,91
Santa Cecília Do Sul,RS,Sul,PFIZER/BIONTECH,122,121,1
Santa Cecília Do Sul,RS,Sul,JANSSEN,16,0,0
Santa Clara D'Oeste,SP,Sudeste,BUTANTAN/SINOVAC,1311,707,604
Santa Clara D'Oeste,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1003,910,93
Santa Clara D'Oeste,SP,Sudeste,PFIZER/BIONTECH,128,128,0
Santa Clara D'Oeste,SP,Sudeste,JANSSEN,42,0,0
Santa Clara Do Sul,RS,Sul,BUTANTAN/SINOVAC,2107,1079,1028
Santa Clara Do Sul,RS,Sul,FIOCRUZ/ASTRAZENECA,1941,1655,286
Santa Clara Do Sul,RS,Sul,PFIZER/BIONTECH,387,387,0
Santa Clara Do Sul,RS,Sul,JANSSEN,96,0,0
Santa Cruz,RN,Nordeste,FIOCRUZ/ASTRAZENECA,8118,7193,925
Santa Cruz,RN,Nordeste,BUTANTAN/SINOVAC,7442,4053,3389
Santa Cruz,RN,Nordeste,PFIZER/BIONTECH,1800,1800,0
Santa Cruz,RN,Nordeste,JANSSEN,318,0,0
Santa Cruz,PB,Nordeste,BUTANTAN/SINOVAC,2472,1325,1147
Santa Cruz,PB,Nordeste,FIOCRUZ/ASTRAZENECA,1525,1371,154
Santa Cruz,PB,Nordeste,PFIZER/BIONTECH,174,174,0
Santa Cruz,PB,Nordeste,JANSSEN,80,0,0
Santa Cruz,PE,Nordeste,FIOCRUZ/ASTRAZENECA,2940,2669,271
Santa Cruz,PE,Nordeste,BUTANTAN/SINOVAC,2721,1383,1338
Santa Cruz,PE,Nordeste,PFIZER/BIONTECH,667,667,0
Santa Cruz Cabrália,BA,Nordeste,BUTANTAN/SINOVAC,7531,4035,3496
Santa Cruz Cabrália,BA,Nordeste,FIOCRUZ/ASTRAZENECA,3561,2924,637
Santa Cruz Cabrália,BA,Nordeste,PFIZER/BIONTECH,38,38,0
Santa Cruz Da Baixa Verde,PE,Nordeste,FIOCRUZ/ASTRAZENECA,2939,2668,271
Santa Cruz Da Baixa Verde,PE,Nordeste,BUTANTAN/SINOVAC,2622,1428,1194
Santa Cruz Da Baixa Verde,PE,Nordeste,PFIZER/BIONTECH,616,616,0
Santa Cruz Da Conceição,SP,Sudeste,BUTANTAN/SINOVAC,1647,905,742
Santa Cruz Da Conceição,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1419,1272,147
Santa Cruz Da Conceição,SP,Sudeste,PFIZER/BIONTECH,178,178,0
Santa Cruz Da Conceição,SP,Sudeste,JANSSEN,35,0,0
Santa Cruz Da Esperança,SP,Sudeste,BUTANTAN/SINOVAC,780,433,347
Santa Cruz Da Esperança,SP,Sudeste,FIOCRUZ/ASTRAZENECA,535,481,54
Santa Cruz Da Esperança,SP,Sudeste,PFIZER/BIONTECH,98,98,0
Santa Cruz Da Esperança,SP,Sudeste,JANSSEN,10,0,0
Santa Cruz Da Vitória,BA,Nordeste,BUTANTAN/SINOVAC,1310,706,604
Santa Cruz Da Vitória,BA,Nordeste,FIOCRUZ/ASTRAZENECA,1078,953,125
Santa Cruz Da Vitória,BA,Nordeste,PFIZER/BIONTECH,173,173,0
Santa Cruz Das Palmeiras,SP,Sudeste,FIOCRUZ/ASTRAZENECA,8229,7786,443
Santa Cruz Das Palmeiras,SP,Sudeste,BUTANTAN/SINOVAC,6940,4187,2753
Santa Cruz Das Palmeiras,SP,Sudeste,PFIZER/BIONTECH,1549,1549,0
Santa Cruz Das Palmeiras,SP,Sudeste,JANSSEN,282,0,0
Santa Cruz De Goiás,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1011,894,117
Santa Cruz De Goiás,GO,Centro-Oeste,BUTANTAN/SINOVAC,975,564,411
Santa Cruz De Goiás,GO,Centro-Oeste,PFIZER/BIONTECH,19,19,0
Santa Cruz De Goiás,GO,Centro-Oeste,JANSSEN,15,0,0
Santa Cruz De Minas,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1840,1739,101
Santa Cruz De Minas,MG,Sudeste,BUTANTAN/SINOVAC,1346,702,644
Santa Cruz De Minas,MG,Sudeste,PFIZER/BIONTECH,161,161,0
Santa Cruz De Monte Castelo,PR,Sul,FIOCRUZ/ASTRAZENECA,2683,2507,176
Santa Cruz De Monte Castelo,PR,Sul,BUTANTAN/SINOVAC,2014,1086,928
Santa Cruz De Monte Castelo,PR,Sul,PFIZER/BIONTECH,237,237,0
Santa Cruz De Monte Castelo,PR,Sul,JANSSEN,40,0,0
Santa Cruz De Salinas,MG,Sudeste,BUTANTAN/SINOVAC,1307,636,671
Santa Cruz De Salinas,MG,Sudeste,FIOCRUZ/ASTRAZENECA,940,881,59
Santa Cruz De Salinas,MG,Sudeste,PFIZER/BIONTECH,90,90,0
Santa Cruz Do Arari,PA,Norte,FIOCRUZ/ASTRAZENECA,983,898,85
Santa Cruz Do Arari,PA,Norte,BUTANTAN/SINOVAC,485,285,200
Santa Cruz Do Capibaribe,PE,Nordeste,FIOCRUZ/ASTRAZENECA,14833,13984,849
Santa Cruz Do Capibaribe,PE,Nordeste,BUTANTAN/SINOVAC,9640,5272,4368
Santa Cruz Do Capibaribe,PE,Nordeste,PFIZER/BIONTECH,2217,2213,4
Santa Cruz Do Escalvado,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2338,2213,125
Santa Cruz Do Escalvado,MG,Sudeste,BUTANTAN/SINOVAC,1297,658,639
Santa Cruz Do Escalvado,MG,Sudeste,PFIZER/BIONTECH,156,156,0
Santa Cruz Do Piauí,PI,Nordeste,FIOCRUZ/ASTRAZENECA,2174,1436,738
Santa Cruz Do Piauí,PI,Nordeste,BUTANTAN/SINOVAC,1314,683,631
Santa Cruz Do Piauí,PI,Nordeste,PFIZER/BIONTECH,60,60,0
Santa Cruz Do Piauí,PI,Nordeste,JANSSEN,40,0,0
Santa Cruz Do Rio Pardo,SP,Sudeste,FIOCRUZ/ASTRAZENECA,14527,13278,1249
Santa Cruz Do Rio Pardo,SP,Sudeste,BUTANTAN/SINOVAC,13239,7394,5845
Santa Cruz Do Rio Pardo,SP,Sudeste,PFIZER/BIONTECH,2093,2093,0
Santa Cruz Do Rio Pardo,SP,Sudeste,JANSSEN,321,0,0
Santa Cruz Do Sul,RS,Sul,FIOCRUZ/ASTRAZENECA,40098,35842,4256
Santa Cruz Do Sul,RS,Sul,BUTANTAN/SINOVAC,37436,19706,17730
Santa Cruz Do Sul,RS,Sul,PFIZER/BIONTECH,8251,8237,14
Santa Cruz Do Sul,RS,Sul,JANSSEN,3664,0,0
Santa Cruz Do Xingu,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,635,618,17
Santa Cruz Do Xingu,MT,Centro-Oeste,BUTANTAN/SINOVAC,418,220,198
Santa Cruz Do Xingu,MT,Centro-Oeste,PFIZER/BIONTECH,110,110,0
Santa Cruz Do Xingu,MT,Centro-Oeste,JANSSEN,20,0,0
Santa Cruz Dos Milagres,PI,Nordeste,FIOCRUZ/ASTRAZENECA,837,691,146
Santa Cruz Dos Milagres,PI,Nordeste,BUTANTAN/SINOVAC,736,386,350
Santa Cruz Dos Milagres,PI,Nordeste,PFIZER/BIONTECH,145,145,0
Santa Cruz Dos Milagres,PI,Nordeste,JANSSEN,35,0,0
Santa Efigênia De Minas,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1314,1183,131
Santa Efigênia De Minas,MG,Sudeste,BUTANTAN/SINOVAC,1139,596,543
Santa Efigênia De Minas,MG,Sudeste,PFIZER/BIONTECH,117,117,0
Santa Efigênia De Minas,MG,Sudeste,JANSSEN,30,0,0
Santa Ernestina,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1577,1481,96
Santa Ernestina,SP,Sudeste,BUTANTAN/SINOVAC,1213,694,519
Santa Ernestina,SP,Sudeste,PFIZER/BIONTECH,262,262,0
Santa Ernestina,SP,Sudeste,JANSSEN,45,0,0
Santa Fé,PR,Sul,FIOCRUZ/ASTRAZENECA,3756,3534,222
Santa Fé,PR,Sul,BUTANTAN/SINOVAC,2767,1466,1301
Santa Fé,PR,Sul,PFIZER/BIONTECH,376,376,0
Santa Fé,PR,Sul,JANSSEN,45,0,0
Santa Fé De Goiás,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1491,1410,81
