Município,UF,Região,Fabricante,Doses Aplicadas,Dose 1,Dose 2
Arroio Do Sal,RS,Sul,FIOCRUZ/ASTRAZENECA,3260,2934,326
Arroio Do Sal,RS,Sul,PFIZER/BIONTECH,657,657,0
Arroio Do Sal,RS,Sul,JANSSEN,65,0,0
Arroio Do Tigre,RS,Sul,FIOCRUZ/ASTRAZENECA,3565,3001,564
Arroio Do Tigre,RS,Sul,BUTANTAN/SINOVAC,2921,1493,1428
Arroio Do Tigre,RS,Sul,PFIZER/BIONTECH,726,726,0
Arroio Do Tigre,RS,Sul,JANSSEN,85,0,0
Arroio Dos Ratos,RS,Sul,BUTANTAN/SINOVAC,4617,2485,2132
Arroio Dos Ratos,RS,Sul,FIOCRUZ/ASTRAZENECA,3749,3561,188
Arroio Dos Ratos,RS,Sul,PFIZER/BIONTECH,420,420,0
Arroio Dos Ratos,RS,Sul,JANSSEN,135,0,0
Arroio Grande,RS,Sul,BUTANTAN/SINOVAC,5427,2787,2640
Arroio Grande,RS,Sul,FIOCRUZ/ASTRAZENECA,4869,4322,547
Arroio Grande,RS,Sul,PFIZER/BIONTECH,955,955,0
Arroio Grande,RS,Sul,JANSSEN,110,0,0
Arvorezinha,RS,Sul,FIOCRUZ/ASTRAZENECA,2915,2588,327
Arvorezinha,RS,Sul,BUTANTAN/SINOVAC,2741,1396,1345
Arvorezinha,RS,Sul,PFIZER/BIONTECH,420,420,0
Arvorezinha,RS,Sul,JANSSEN,45,0,0
Augusto Pestana,RS,Sul,BUTANTAN/SINOVAC,2803,1447,1356
Augusto Pestana,RS,Sul,FIOCRUZ/ASTRAZENECA,2363,1852,511
Augusto Pestana,RS,Sul,PFIZER/BIONTECH,430,427,3
Augusto Pestana,RS,Sul,JANSSEN,51,0,0
Áurea,RS,Sul,BUTANTAN/SINOVAC,1349,689,660
Áurea,RS,Sul,FIOCRUZ/ASTRAZENECA,1031,868,163
Áurea,RS,Sul,PFIZER/BIONTECH,205,205,0
Áurea,RS,Sul,JANSSEN,20,0,0
Bagé,RS,Sul,FIOCRUZ/ASTRAZENECA,39006,36055,2951
Bagé,RS,Sul,BUTANTAN/SINOVAC,32078,17228,14850
Bagé,RS,Sul,PFIZER/BIONTECH,5830,5826,4
Bagé,RS,Sul,JANSSEN,12,0,0
Balneário Pinhal,RS,Sul,BUTANTAN/SINOVAC,5173,2739,2434
Balneário Pinhal,RS,Sul,FIOCRUZ/ASTRAZENECA,4669,4344,325
Balneário Pinhal,RS,Sul,PFIZER/BIONTECH,674,674,0
Balneário Pinhal,RS,Sul,JANSSEN,88,0,0
Barão,RS,Sul,BUTANTAN/SINOVAC,1739,896,843
Barão,RS,Sul,FIOCRUZ/ASTRAZENECA,1375,1260,115
Barão,RS,Sul,PFIZER/BIONTECH,315,315,0
Barão,RS,Sul,JANSSEN,40,0,0
Barão De Cotegipe,RS,Sul,BUTANTAN/SINOVAC,2306,1181,1125
Barão De Cotegipe,RS,Sul,FIOCRUZ/ASTRAZENECA,1862,1612,250
Barão De Cotegipe,RS,Sul,PFIZER/BIONTECH,440,440,0
Barão De Cotegipe,RS,Sul,JANSSEN,46,0,0
Barão Do Triunfo,RS,Sul,FIOCRUZ/ASTRAZENECA,1904,1799,105
Barão Do Triunfo,RS,Sul,BUTANTAN/SINOVAC,1522,777,745
Barão Do Triunfo,RS,Sul,PFIZER/BIONTECH,333,333,0
Barão Do Triunfo,RS,Sul,JANSSEN,32,0,0
Barra Do Guarita,RS,Sul,FIOCRUZ/ASTRAZENECA,866,748,118
Barra Do Guarita,RS,Sul,BUTANTAN/SINOVAC,836,435,401
Barra Do Guarita,RS,Sul,PFIZER/BIONTECH,181,181,0
Barra Do Guarita,RS,Sul,JANSSEN,36,0,0
Barra Do Quaraí,RS,Sul,FIOCRUZ/ASTRAZENECA,932,845,87
Barra Do Quaraí,RS,Sul,BUTANTAN/SINOVAC,889,471,418
Barra Do Quaraí,RS,Sul,PFIZER/BIONTECH,197,197,0
Barra Do Quaraí,RS,Sul,JANSSEN,31,0,0
Barra Do Ribeiro,RS,Sul,BUTANTAN/SINOVAC,8773,4542,4231
Barra Do Ribeiro,RS,Sul,FIOCRUZ/ASTRAZENECA,3776,3379,397
Barra Do Ribeiro,RS,Sul,PFIZER/BIONTECH,729,729,0
Barra Do Ribeiro,RS,Sul,JANSSEN,43,0,0
Barra Do Rio Azul,RS,Sul,BUTANTAN/SINOVAC,1362,686,676
Barra Do Rio Azul,RS,Sul,FIOCRUZ/ASTRAZENECA,1132,838,294
Barra Do Rio Azul,RS,Sul,PFIZER/BIONTECH,143,143,0
Barra Do Rio Azul,RS,Sul,JANSSEN,18,0,0
Barra Funda,RS,Sul,FIOCRUZ/ASTRAZENECA,808,690,118
Barra Funda,RS,Sul,BUTANTAN/SINOVAC,806,415,391
Barra Funda,RS,Sul,PFIZER/BIONTECH,166,166,0
Barra Funda,RS,Sul,JANSSEN,25,0,0
Barracão,RS,Sul,FIOCRUZ/ASTRAZENECA,1926,1612,314
Barracão,RS,Sul,BUTANTAN/SINOVAC,1413,732,681
Barracão,RS,Sul,PFIZER/BIONTECH,330,330,0
Barracão,RS,Sul,JANSSEN,25,0,0
Barros Cassal,RS,Sul,FIOCRUZ/ASTRAZENECA,3325,3000,325
Barros Cassal,RS,Sul,BUTANTAN/SINOVAC,2364,1201,1163
Barros Cassal,RS,Sul,PFIZER/BIONTECH,386,386,0
Barros Cassal,RS,Sul,JANSSEN,52,0,0
Benjamin Constant Do Sul,RS,Sul,BUTANTAN/SINOVAC,1721,892,829
Benjamin Constant Do Sul,RS,Sul,FIOCRUZ/ASTRAZENECA,436,399,37
Benjamin Constant Do Sul,RS,Sul,PFIZER/BIONTECH,128,128,0
Benjamin Constant Do Sul,RS,Sul,JANSSEN,15,0,0
Bento Gonçalves,RS,Sul,BUTANTAN/SINOVAC,31746,17324,14422
Bento Gonçalves,RS,Sul,FIOCRUZ/ASTRAZENECA,29340,26451,2889
Bento Gonçalves,RS,Sul,PFIZER/BIONTECH,3508,3508,0
Boa Vista Das Missões,RS,Sul,BUTANTAN/SINOVAC,575,286,289
Boa Vista Das Missões,RS,Sul,FIOCRUZ/ASTRAZENECA,534,460,74
Boa Vista Das Missões,RS,Sul,PFIZER/BIONTECH,153,153,0
Boa Vista Das Missões,RS,Sul,JANSSEN,20,0,0
Boa Vista Do Buricá,RS,Sul,BUTANTAN/SINOVAC,2357,1208,1149
Boa Vista Do Buricá,RS,Sul,FIOCRUZ/ASTRAZENECA,2352,1861,491
Boa Vista Do Buricá,RS,Sul,PFIZER/BIONTECH,455,454,1
Boa Vista Do Buricá,RS,Sul,JANSSEN,55,0,0
Boa Vista Do Cadeado,RS,Sul,FIOCRUZ/ASTRAZENECA,865,743,122
Boa Vista Do Cadeado,RS,Sul,BUTANTAN/SINOVAC,783,403,380
Boa Vista Do Cadeado,RS,Sul,PFIZER/BIONTECH,146,146,0
Boa Vista Do Cadeado,RS,Sul,JANSSEN,17,0,0
Boa Vista Do Incra,RS,Sul,FIOCRUZ/ASTRAZENECA,1135,937,198
Boa Vista Do Incra,RS,Sul,BUTANTAN/SINOVAC,775,348,427
Boa Vista Do Incra,RS,Sul,PFIZER/BIONTECH,195,195,0
Boa Vista Do Incra,RS,Sul,JANSSEN,65,0,0
Boa Vista Do Sul,RS,Sul,BUTANTAN/SINOVAC,1100,561,539
Boa Vista Do Sul,RS,Sul,FIOCRUZ/ASTRAZENECA,950,747,203
Boa Vista Do Sul,RS,Sul,PFIZER/BIONTECH,192,192,0
Boa Vista Do Sul,RS,Sul,JANSSEN,15,0,0
Bom Jesus,RS,Sul,BUTANTAN/SINOVAC,3288,1693,1595
Bom Jesus,RS,Sul,FIOCRUZ/ASTRAZENECA,3262,2865,397
Bom Jesus,RS,Sul,PFIZER/BIONTECH,586,586,0
Bom Jesus,RS,Sul,JANSSEN,91,0,0
Bom Princípio,RS,Sul,FIOCRUZ/ASTRAZENECA,3655,3128,527
Bom Princípio,RS,Sul,BUTANTAN/SINOVAC,2559,1367,1192
Bom Princípio,RS,Sul,PFIZER/BIONTECH,849,849,0
Bom Princípio,RS,Sul,JANSSEN,124,0,0
Bom Progresso,RS,Sul,FIOCRUZ/ASTRAZENECA,687,632,55
Bom Progresso,RS,Sul,BUTANTAN/SINOVAC,672,369,303
Bom Progresso,RS,Sul,PFIZER/BIONTECH,144,144,0
Bom Progresso,RS,Sul,JANSSEN,20,0,0
Bom Retiro Do Sul,RS,Sul,FIOCRUZ/ASTRAZENECA,3548,3226,322
Bom Retiro Do Sul,RS,Sul,BUTANTAN/SINOVAC,3089,1615,1474
Bom Retiro Do Sul,RS,Sul,PFIZER/BIONTECH,679,679,0
Bom Retiro Do Sul,RS,Sul,JANSSEN,101,0,0
Boqueirão Do Leão,RS,Sul,FIOCRUZ/ASTRAZENECA,1824,1676,148
Boqueirão Do Leão,RS,Sul,BUTANTAN/SINOVAC,1655,854,801
Boqueirão Do Leão,RS,Sul,PFIZER/BIONTECH,364,364,0
Boqueirão Do Leão,RS,Sul,JANSSEN,54,0,0
Bossoroca,RS,Sul,BUTANTAN/SINOVAC,2056,1051,1005
Bossoroca,RS,Sul,FIOCRUZ/ASTRAZENECA,1906,1600,306
Bossoroca,RS,Sul,PFIZER/BIONTECH,394,393,1
Bossoroca,RS,Sul,JANSSEN,51,0,0
Bozano,RS,Sul,BUTANTAN/SINOVAC,865,443,422
Bozano,RS,Sul,FIOCRUZ/ASTRAZENECA,815,602,213
Bozano,RS,Sul,PFIZER/BIONTECH,126,126,0
Bozano,RS,Sul,JANSSEN,22,0,0
Braga,RS,Sul,BUTANTAN/SINOVAC,1007,499,508
Braga,RS,Sul,FIOCRUZ/ASTRAZENECA,996,931,65
Braga,RS,Sul,PFIZER/BIONTECH,133,103,30
Brochier,RS,Sul,BUTANTAN/SINOVAC,2104,1014,1090
Brochier,RS,Sul,FIOCRUZ/ASTRAZENECA,1620,1396,224
Brochier,RS,Sul,PFIZER/BIONTECH,299,299,0
Brochier,RS,Sul,JANSSEN,27,0,0
Butiá,RS,Sul,FIOCRUZ/ASTRAZENECA,6396,5835,561
Butiá,RS,Sul,BUTANTAN/SINOVAC,4732,2465,2267
Butiá,RS,Sul,PFIZER/BIONTECH,1000,999,1
Butiá,RS,Sul,JANSSEN,91,0,0
Caçapava Do Sul,RS,Sul,FIOCRUZ/ASTRAZENECA,11457,9441,2016
Caçapava Do Sul,RS,Sul,BUTANTAN/SINOVAC,9886,5175,4711
Caçapava Do Sul,RS,Sul,PFIZER/BIONTECH,1763,1763,0
Caçapava Do Sul,RS,Sul,JANSSEN,194,0,0
Cacequi,RS,Sul,FIOCRUZ/ASTRAZENECA,4364,3860,504
Cacequi,RS,Sul,BUTANTAN/SINOVAC,2782,1396,1386
Cacequi,RS,Sul,PFIZER/BIONTECH,575,574,1
Cachoeira Do Sul,RS,Sul,BUTANTAN/SINOVAC,26681,14103,12578
Cachoeira Do Sul,RS,Sul,FIOCRUZ/ASTRAZENECA,23809,19924,3885
Cachoeira Do Sul,RS,Sul,PFIZER/BIONTECH,4474,4464,10
Cachoeira Do Sul,RS,Sul,JANSSEN,133,0,0
Cachoeirinha,RS,Sul,BUTANTAN/SINOVAC,35979,19600,16379
Cachoeirinha,RS,Sul,FIOCRUZ/ASTRAZENECA,31447,29479,1968
Cachoeirinha,RS,Sul,PFIZER/BIONTECH,5095,4594,501
Cachoeirinha,RS,Sul,JANSSEN,709,0,0
Cacique Doble,RS,Sul,BUTANTAN/SINOVAC,3138,1430,1708
Cacique Doble,RS,Sul,FIOCRUZ/ASTRAZENECA,2342,2042,300
Cacique Doble,RS,Sul,PFIZER/BIONTECH,330,330,0
Cacique Doble,RS,Sul,JANSSEN,35,0,0
Caibaté,RS,Sul,FIOCRUZ/ASTRAZENECA,1849,1562,287
Caibaté,RS,Sul,BUTANTAN/SINOVAC,1785,916,869
Caibaté,RS,Sul,PFIZER/BIONTECH,330,330,0
Caibaté,RS,Sul,JANSSEN,36,0,0
Caiçara,RS,Sul,BUTANTAN/SINOVAC,1711,871,840
Caiçara,RS,Sul,FIOCRUZ/ASTRAZENECA,1636,1494,142
Caiçara,RS,Sul,PFIZER/BIONTECH,327,327,0
Caiçara,RS,Sul,JANSSEN,31,0,0
Camaquã,RS,Sul,FIOCRUZ/ASTRAZENECA,18523,16438,2085
Camaquã,RS,Sul,BUTANTAN/SINOVAC,18352,9540,8812
Camaquã,RS,Sul,PFIZER/BIONTECH,3599,3599,0
Camaquã,RS,Sul,JANSSEN,1252,0,0
Camargo,RS,Sul,BUTANTAN/SINOVAC,962,498,464
Camargo,RS,Sul,FIOCRUZ/ASTRAZENECA,780,648,132
Camargo,RS,Sul,PFIZER/BIONTECH,170,170,0
Camargo,RS,Sul,JANSSEN,20,0,0
Cambará Do Sul,RS,Sul,BUTANTAN/SINOVAC,2056,964,1092
Cambará Do Sul,RS,Sul,FIOCRUZ/ASTRAZENECA,1643,1536,107
Cambará Do Sul,RS,Sul,PFIZER/BIONTECH,197,197,0
Cambará Do Sul,RS,Sul,JANSSEN,34,0,0
Campestre Da Serra,RS,Sul,FIOCRUZ/ASTRAZENECA,1082,939,143
Campestre Da Serra,RS,Sul,BUTANTAN/SINOVAC,1014,525,489
Campestre Da Serra,RS,Sul,PFIZER/BIONTECH,196,196,0
Campestre Da Serra,RS,Sul,JANSSEN,26,0,0
Campina Das Missões,RS,Sul,BUTANTAN/SINOVAC,2234,1148,1086
Campina Das Missões,RS,Sul,FIOCRUZ/ASTRAZENECA,2061,1709,352
Campina Das Missões,RS,Sul,PFIZER/BIONTECH,359,359,0
Campina Das Missões,RS,Sul,JANSSEN,39,0,0
Campinas Do Sul,RS,Sul,BUTANTAN/SINOVAC,1946,980,966
Campinas Do Sul,RS,Sul,FIOCRUZ/ASTRAZENECA,1773,1490,283
Campinas Do Sul,RS,Sul,PFIZER/BIONTECH,317,317,0
Campinas Do Sul,RS,Sul,JANSSEN,35,0,0
Campo Bom,RS,Sul,FIOCRUZ/ASTRAZENECA,18489,16858,1631
Campo Bom,RS,Sul,BUTANTAN/SINOVAC,14251,7441,6810
Campo Bom,RS,Sul,PFIZER/BIONTECH,3488,3481,7
Campo Bom,RS,Sul,JANSSEN,527,0,0
Campo Novo,RS,Sul,FIOCRUZ/ASTRAZENECA,1416,1285,131
Campo Novo,RS,Sul,BUTANTAN/SINOVAC,1393,699,694
Campo Novo,RS,Sul,PFIZER/BIONTECH,244,241,3
Campo Novo,RS,Sul,JANSSEN,27,0,0
Campos Borges,RS,Sul,FIOCRUZ/ASTRAZENECA,1226,1029,197
Campos Borges,RS,Sul,BUTANTAN/SINOVAC,1077,554,523
Campos Borges,RS,Sul,PFIZER/BIONTECH,174,174,0
Campos Borges,RS,Sul,JANSSEN,21,0,0
Candelária,RS,Sul,FIOCRUZ/ASTRAZENECA,9291,8214,1077
Candelária,RS,Sul,BUTANTAN/SINOVAC,7882,4296,3586
Candelária,RS,Sul,PFIZER/BIONTECH,1607,1607,0
Candelária,RS,Sul,JANSSEN,566,0,0
Cândido Godói,RS,Sul,BUTANTAN/SINOVAC,2149,1105,1044
Cândido Godói,RS,Sul,FIOCRUZ/ASTRAZENECA,1890,1677,213
Cândido Godói,RS,Sul,PFIZER/BIONTECH,397,397,0
Cândido Godói,RS,Sul,JANSSEN,34,0,0
Candiota,RS,Sul,FIOCRUZ/ASTRAZENECA,2843,2482,361
Candiota,RS,Sul,BUTANTAN/SINOVAC,1802,976,826
Candiota,RS,Sul,PFIZER/BIONTECH,534,533,1
Candiota,RS,Sul,JANSSEN,62,0,0
Canela,RS,Sul,FIOCRUZ/ASTRAZENECA,12746,10866,1880
Canela,RS,Sul,BUTANTAN/SINOVAC,8344,4487,3857
Canela,RS,Sul,PFIZER/BIONTECH,2111,2109,2
Canela,RS,Sul,JANSSEN,578,0,0
Canguçu,RS,Sul,FIOCRUZ/ASTRAZENECA,17419,14798,2621
Canguçu,RS,Sul,BUTANTAN/SINOVAC,15464,7940,7524
Canguçu,RS,Sul,PFIZER/BIONTECH,2787,2784,3
Canguçu,RS,Sul,JANSSEN,268,0,0
Canoas,RS,Sul,FIOCRUZ/ASTRAZENECA,93399,84498,8901
Canoas,RS,Sul,BUTANTAN/SINOVAC,86426,45545,40881
Canoas,RS,Sul,PFIZER/BIONTECH,19212,19201,11
Canoas,RS,Sul,JANSSEN,4596,0,0
Canudos Do Vale,RS,Sul,BUTANTAN/SINOVAC,602,324,278
Canudos Do Vale,RS,Sul,FIOCRUZ/ASTRAZENECA,498,429,69
Canudos Do Vale,RS,Sul,PFIZER/BIONTECH,113,113,0
Canudos Do Vale,RS,Sul,JANSSEN,10,0,0
Capão Bonito Do Sul,RS,Sul,BUTANTAN/SINOVAC,632,373,259
Capão Bonito Do Sul,RS,Sul,FIOCRUZ/ASTRAZENECA,495,424,71
Capão Bonito Do Sul,RS,Sul,PFIZER/BIONTECH,115,115,0
Capão Bonito Do Sul,RS,Sul,JANSSEN,21,0,0
Capão Da Canoa,RS,Sul,FIOCRUZ/ASTRAZENECA,15850,14449,1401
Capão Da Canoa,RS,Sul,BUTANTAN/SINOVAC,13366,7308,6058
Capão Da Canoa,RS,Sul,PFIZER/BIONTECH,2999,2989,10
Capão Da Canoa,RS,Sul,JANSSEN,529,0,0
Capão Do Cipó,RS,Sul,FIOCRUZ/ASTRAZENECA,1068,912,156
Capão Do Cipó,RS,Sul,BUTANTAN/SINOVAC,697,361,336
Capão Do Cipó,RS,Sul,PFIZER/BIONTECH,226,226,0
Capão Do Cipó,RS,Sul,JANSSEN,86,0,0
Capão Do Leão,RS,Sul,FIOCRUZ/ASTRAZENECA,6370,6031,339
Capão Do Leão,RS,Sul,BUTANTAN/SINOVAC,5319,2760,2559
Capão Do Leão,RS,Sul,PFIZER/BIONTECH,1090,1090,0
Capão Do Leão,RS,Sul,JANSSEN,91,0,0
Capela De Santana,RS,Sul,FIOCRUZ/ASTRAZENECA,2652,2501,151
Capela De Santana,RS,Sul,BUTANTAN/SINOVAC,2224,1176,1048
Capela De Santana,RS,Sul,PFIZER/BIONTECH,411,411,0
Capitão,RS,Sul,FIOCRUZ/ASTRAZENECA,895,757,138
Capitão,RS,Sul,BUTANTAN/SINOVAC,810,415,395
Capitão,RS,Sul,PFIZER/BIONTECH,203,203,0
Capitão,RS,Sul,JANSSEN,25,0,0
Capivari Do Sul,RS,Sul,FIOCRUZ/ASTRAZENECA,1449,1301,148
Capivari Do Sul,RS,Sul,BUTANTAN/SINOVAC,1041,544,497
Capivari Do Sul,RS,Sul,PFIZER/BIONTECH,261,261,0
Capivari Do Sul,RS,Sul,JANSSEN,30,0,0
Caraá,RS,Sul,BUTANTAN/SINOVAC,3056,1668,1388
Caraá,RS,Sul,FIOCRUZ/ASTRAZENECA,2528,2194,334
Caraá,RS,Sul,PFIZER/BIONTECH,501,501,0
Caraá,RS,Sul,JANSSEN,45,0,0
Carazinho,RS,Sul,FIOCRUZ/ASTRAZENECA,22480,18942,3538
Carazinho,RS,Sul,BUTANTAN/SINOVAC,16542,8524,8018
Carazinho,RS,Sul,PFIZER/BIONTECH,3100,3097,3
Carazinho,RS,Sul,JANSSEN,547,547,0
Carlos Barbosa,RS,Sul,FIOCRUZ/ASTRAZENECA,9041,7740,1301
Carlos Barbosa,RS,Sul,BUTANTAN/SINOVAC,6432,3355,3077
Carlos Barbosa,RS,Sul,PFIZER/BIONTECH,1859,1857,2
Carlos Barbosa,RS,Sul,JANSSEN,754,0,0
Carlos Gomes,RS,Sul,BUTANTAN/SINOVAC,522,262,260
Carlos Gomes,RS,Sul,FIOCRUZ/ASTRAZENECA,453,373,80
Carlos Gomes,RS,Sul,PFIZER/BIONTECH,99,99,0
Carlos Gomes,RS,Sul,JANSSEN,10,0,0
Casca,RS,Sul,FIOCRUZ/ASTRAZENECA,3494,2903,591
Casca,RS,Sul,BUTANTAN/SINOVAC,2691,1403,1288
Casca,RS,Sul,PFIZER/BIONTECH,440,440,0
Casca,RS,Sul,JANSSEN,77,0,0
Caseiros,RS,Sul,FIOCRUZ/ASTRAZENECA,1029,849,180
Caseiros,RS,Sul,BUTANTAN/SINOVAC,927,475,452
Caseiros,RS,Sul,PFIZER/BIONTECH,204,204,0
Caseiros,RS,Sul,JANSSEN,20,0,0
Catuípe,RS,Sul,FIOCRUZ/ASTRAZENECA,3073,2562,511
Catuípe,RS,Sul,BUTANTAN/SINOVAC,3010,1557,1453
Catuípe,RS,Sul,PFIZER/BIONTECH,556,556,0
Catuípe,RS,Sul,JANSSEN,203,0,0
Caxias Do Sul,RS,Sul,FIOCRUZ/ASTRAZENECA,150208,130451,19757
Caxias Do Sul,RS,Sul,BUTANTAN/SINOVAC,107735,55750,51985
Caxias Do Sul,RS,Sul,PFIZER/BIONTECH,23903,23858,45
Caxias Do Sul,RS,Sul,JANSSEN,2428,0,0
Centenário,RS,Sul,FIOCRUZ/ASTRAZENECA,1237,1062,175
Centenário,RS,Sul,BUTANTAN/SINOVAC,1090,544,546
Centenário,RS,Sul,PFIZER/BIONTECH,202,202,0
Centenário,RS,Sul,JANSSEN,18,0,0
Cerrito,RS,Sul,BUTANTAN/SINOVAC,2184,1140,1044
Cerrito,RS,Sul,FIOCRUZ/ASTRAZENECA,2154,1813,341
Cerrito,RS,Sul,PFIZER/BIONTECH,260,260,0
Cerrito,RS,Sul,JANSSEN,42,0,0
Cerro Branco,RS,Sul,BUTANTAN/SINOVAC,1430,718,712
Cerro Branco,RS,Sul,FIOCRUZ/ASTRAZENECA,1165,1009,156
Cerro Branco,RS,Sul,PFIZER/BIONTECH,145,145,0
Cerro Branco,RS,Sul,JANSSEN,4,0,0
Cerro Grande,RS,Sul,BUTANTAN/SINOVAC,741,382,359
Cerro Grande,RS,Sul,FIOCRUZ/ASTRAZENECA,713,636,77
Cerro Grande,RS,Sul,PFIZER/BIONTECH,145,145,0
Cerro Grande,RS,Sul,JANSSEN,10,0,0
Cerro Grande Do Sul,RS,Sul,FIOCRUZ/ASTRAZENECA,2665,2522,143
Cerro Grande Do Sul,RS,Sul,BUTANTAN/SINOVAC,2249,1147,1102
Cerro Grande Do Sul,RS,Sul,PFIZER/BIONTECH,540,540,0
Cerro Grande Do Sul,RS,Sul,JANSSEN,45,0,0
Cerro Largo,RS,Sul,BUTANTAN/SINOVAC,4231,2196,2035
Cerro Largo,RS,Sul,FIOCRUZ/ASTRAZENECA,3949,3271,678
Cerro Largo,RS,Sul,PFIZER/BIONTECH,810,808,2
Cerro Largo,RS,Sul,JANSSEN,125,0,0
Chapada,RS,Sul,BUTANTAN/SINOVAC,3074,1574,1500
Chapada,RS,Sul,FIOCRUZ/ASTRAZENECA,2643,2325,318
Chapada,RS,Sul,PFIZER/BIONTECH,527,527,0
Chapada,RS,Sul,JANSSEN,80,0,0
Charqueadas,RS,Sul,BUTANTAN/SINOVAC,11176,6622,4554
Charqueadas,RS,Sul,FIOCRUZ/ASTRAZENECA,9461,8578,883
Charqueadas,RS,Sul,PFIZER/BIONTECH,1651,1651,0
Charqueadas,RS,Sul,JANSSEN,1189,0,0
Charrua,RS,Sul,BUTANTAN/SINOVAC,2523,1256,1267
Charrua,RS,Sul,FIOCRUZ/ASTRAZENECA,780,635,145
Charrua,RS,Sul,PFIZER/BIONTECH,180,180,0
Charrua,RS,Sul,JANSSEN,20,0,0
Chiapetta,RS,Sul,BUTANTAN/SINOVAC,1267,662,605
Chiapetta,RS,Sul,FIOCRUZ/ASTRAZENECA,1197,984,213
Chiapetta,RS,Sul,PFIZER/BIONTECH,221,221,0
Chiapetta,RS,Sul,JANSSEN,31,0,0
Chuí,RS,Sul,BUTANTAN/SINOVAC,1380,697,683
Chuí,RS,Sul,FIOCRUZ/ASTRAZENECA,715,623,92
Chuí,RS,Sul,PFIZER/BIONTECH,204,204,0
Chuí,RS,Sul,JANSSEN,24,0,0
Chuvisca,RS,Sul,BUTANTAN/SINOVAC,1277,709,568
Chuvisca,RS,Sul,FIOCRUZ/ASTRAZENECA,983,924,59
Chuvisca,RS,Sul,PFIZER/BIONTECH,265,265,0
Cidreira,RS,Sul,BUTANTAN/SINOVAC,6152,3317,2835
Cidreira,RS,Sul,FIOCRUZ/ASTRAZENECA,5712,5106,606
Cidreira,RS,Sul,PFIZER/BIONTECH,888,885,3
Cidreira,RS,Sul,JANSSEN,114,0,0
Ciríaco,RS,Sul,BUTANTAN/SINOVAC,1622,826,796
Ciríaco,RS,Sul,FIOCRUZ/ASTRAZENECA,1536,1316,220
Ciríaco,RS,Sul,PFIZER/BIONTECH,267,267,0
Ciríaco,RS,Sul,JANSSEN,20,0,0
Colinas,RS,Sul,BUTANTAN/SINOVAC,1042,539,503
Colinas,RS,Sul,FIOCRUZ/ASTRAZENECA,744,628,116
Colinas,RS,Sul,PFIZER/BIONTECH,130,130,0
Colinas,RS,Sul,JANSSEN,20,0,0
Colorado,RS,Sul,FIOCRUZ/ASTRAZENECA,1610,1236,374
Colorado,RS,Sul,BUTANTAN/SINOVAC,1201,604,597
Colorado,RS,Sul,PFIZER/BIONTECH,216,216,0
Colorado,RS,Sul,JANSSEN,20,0,0
Condor,RS,Sul,FIOCRUZ/ASTRAZENECA,2036,1759,277
Condor,RS,Sul,BUTANTAN/SINOVAC,1806,937,869
Condor,RS,Sul,PFIZER/BIONTECH,370,370,0
Condor,RS,Sul,JANSSEN,160,0,0
Constantina,RS,Sul,BUTANTAN/SINOVAC,3300,1727,1573
Constantina,RS,Sul,FIOCRUZ/ASTRAZENECA,3066,2726,340
Constantina,RS,Sul,PFIZER/BIONTECH,641,640,1
Constantina,RS,Sul,JANSSEN,74,0,0
Coqueiro Baixo,RS,Sul,BUTANTAN/SINOVAC,742,373,369
Coqueiro Baixo,RS,Sul,FIOCRUZ/ASTRAZENECA,542,429,113
Coqueiro Baixo,RS,Sul,PFIZER/BIONTECH,110,110,0
Coqueiro Baixo,RS,Sul,JANSSEN,15,0,0
Coqueiros Do Sul,RS,Sul,BUTANTAN/SINOVAC,1306,751,555
Coqueiros Do Sul,RS,Sul,FIOCRUZ/ASTRAZENECA,1183,1032,151
Coqueiros Do Sul,RS,Sul,PFIZER/BIONTECH,151,151,0
Coqueiros Do Sul,RS,Sul,JANSSEN,18,0,0
Coronel Barros,RS,Sul,BUTANTAN/SINOVAC,981,510,471
Coronel Barros,RS,Sul,FIOCRUZ/ASTRAZENECA,916,748,168
Coronel Barros,RS,Sul,PFIZER/BIONTECH,156,156,0
Coronel Barros,RS,Sul,JANSSEN,31,0,0
Coronel Bicaco,RS,Sul,BUTANTAN/SINOVAC,1934,972,962
Coronel Bicaco,RS,Sul,FIOCRUZ/ASTRAZENECA,1282,1126,156
Coronel Bicaco,RS,Sul,PFIZER/BIONTECH,90,90,0
Coronel Pilar,RS,Sul,BUTANTAN/SINOVAC,665,353,312
Coronel Pilar,RS,Sul,FIOCRUZ/ASTRAZENECA,623,493,130
Coronel Pilar,RS,Sul,PFIZER/BIONTECH,89,89,0
Coronel Pilar,RS,Sul,JANSSEN,10,0,0
Cotiporã,RS,Sul,FIOCRUZ/ASTRAZENECA,1411,1149,262
Cotiporã,RS,Sul,BUTANTAN/SINOVAC,1389,701,688
Cotiporã,RS,Sul,PFIZER/BIONTECH,255,255,0
Cotiporã,RS,Sul,JANSSEN,19,0,0
Coxilha,RS,Sul,FIOCRUZ/ASTRAZENECA,933,716,217
Coxilha,RS,Sul,BUTANTAN/SINOVAC,604,308,296
Coxilha,RS,Sul,PFIZER/BIONTECH,198,198,0
Coxilha,RS,Sul,JANSSEN,20,0,0
Crissiumal,RS,Sul,BUTANTAN/SINOVAC,4490,2290,2200
Crissiumal,RS,Sul,FIOCRUZ/ASTRAZENECA,4322,3704,618
